1,none,1,1,1,30,1,36
2,spmd3,2,2,1,30,1,36
2,spmd3,3,3,1,30,1,36
2,spmd4,2,2,3,30,1,36
2,spmd4,3,3,3,30,1,36
2,parfeval2,2,2,1,30,1,36
2,parfeval2,3,3,1,30,1,36
