3,1e-2,5e-6,-1,10
5,1e-2,5e-6,-1,10
7,1e-2,5e-6,-1,10
9,1e-2,5e-6,-1,10
11,1e-2,5e-6,-1,10
13,1e-2,5e-6,-1,10
